"sponsor","district","party","number","short_description","chamber","last_action","last_action_date"
"John G. Mulroe","10","D","SR121","MEMORIAL - PATRICIA SWIONTEK","S","Resolution Adopted","3/1/2013"
"John G. Mulroe","10","D","SR140","MEMORIAL - JOHN ROGGI","S","Resolution Adopted","3/7/2013"
"John G. Mulroe","10","D","SR141","MEMORIAL - THOMAS MELZL","S","Resolution Adopted","3/7/2013"
"John G. Mulroe","10","D","SR197","MEMORIAL BEVERLY A O'DONNELL","S","Resolution Adopted","4/12/2013"
"John G. Mulroe","10","D","SR200","URGES-FLY QUIET PROGRAM","S","Session Sine Die","1/13/2015"
"John G. Mulroe","10","D","SR203","MEMORIAL EDWARD R URQUHART JR","S","Resolution Adopted","4/12/2013"
"John G. Mulroe","10","D","SR460","MEMORIAL - PETER MAYER","S","Resolution Adopted","10/23/2013"
"John G. Mulroe","10","D","SR504","MEMORIAL REV PATRICK O'MALLEY","S","Resolution Adopted","10/23/2013"
"John G. Mulroe","10","D","SR505","MEMORIAL - MILDRED MCNICHOLAS","S","Resolution Adopted","10/23/2013"
"John G. Mulroe","10","D","SR506","MEMORIAL - KATHLEEN O'MALLEY","S","Resolution Adopted","10/23/2013"
"John G. Mulroe","10","D","SR507","MEMORIAL - MARIO M. RICCHIO","S","Resolution Adopted","10/23/2013"
"John G. Mulroe","10","D","SR508","MEMORIAL - JOHN JOE O'FLAHERTY","S","Resolution Adopted","10/23/2013"
"John G. Mulroe","10","D","SR530","MEMORIAL - AUSTIN JOYCE","S","Resolution Adopted","10/23/2013"
"John G. Mulroe","10","D","SR586","MEMORIAL - EDWARD CUMMINS","S","Resolution Adopted","10/23/2013"
"John G. Mulroe","10","D","SR696","MEMORIAL - JEANINE LUPO","S","Resolution Adopted","12/3/2013"
"John G. Mulroe","10","D","SR718","MEMORIAL - LILLIAN N. MEJIA","S","Resolution Adopted","12/3/2013"
"John G. Mulroe","10","D","SR762","MEMORIAL - THOMAS MCMANUS","S","Resolution Adopted","1/29/2014"
"John G. Mulroe","10","D","SR779","MEMORIAL - JAMES O'DONNELL","S","Resolution Adopted","1/29/2014"
"John G. Mulroe","10","D","SR780","MEMORIAL - KATHRYN O'CONNELL","S","Resolution Adopted","1/29/2014"
"John G. Mulroe","10","D","SR810","MEMORIAL - MARY E. REVELEY","S","Resolution Adopted","1/29/2014"
"John G. Mulroe","10","D","SR811","MEMORIAL - RITA C. HAGERTY","S","Resolution Adopted","1/29/2014"
"John G. Mulroe","10","D","SR842","MEMORIAL - JAMES MITCHELL","S","Resolution Adopted","1/29/2014"
"John G. Mulroe","10","D","SR856","URGES-FLY QUIET PROGRAM","S","Session Sine Die","1/13/2015"
"John G. Mulroe","10","D","SR1007","MEMORIAL - DEBORAH REESE","S","Resolution Adopted","3/21/2014"
"John G. Mulroe","10","D","SR1098","MEMORIAL - CLARENCE SMITH","S","Resolution Adopted","5/1/2014"
"John G. Mulroe","10","D","SR1109","MEMORIAL-CLARENCE SWIONTEK JR.","S","Resolution Adopted","5/1/2014"
"John G. Mulroe","10","D","SR1213","MEMORIAL - HUGH DONOHOE","S","Resolution Adopted","5/23/2014"
"John G. Mulroe","10","D","SR1214","MEMORIAL - WILLIAM J. BRYERS","S","Resolution Adopted","5/23/2014"
"John G. Mulroe","10","D","SR1259","MEMORIAL - RAYMOND J. MCNAMEE","S","Resolution Adopted","5/31/2014"
"John G. Mulroe","10","D","SR1260","MEMORIAL - J. DEVEREUX-ABIOG","S","Resolution Adopted","5/31/2014"
"John G. Mulroe","10","D","SR1304","MEMORIAL - MARY C. CARDEN","S","Resolution Adopted","11/20/2014"
"John G. Mulroe","10","D","SR1452","MITOCHONDRIAL AWARENESS WEEK","S","Session Sine Die","1/13/2015"
"John G. Mulroe","10","D","SR1476","MEMORIAL - CLARENCE STENBERG","S","Resolution Adopted","11/20/2014"
"John G. Mulroe","10","D","SR1543","MEMORIAL - THELMA M. WIANS","S","Resolution Adopted","11/20/2014"
"John G. Mulroe","10","D","SR1679","MEMORIAL - MARY JOYCE","S","Resolution Adopted","12/4/2014"
"John G. Mulroe","10","D","SR1686","MEMORIAL - TERRENCE ALLEN","S","Resolution Adopted","12/4/2014"
"John G. Mulroe","10","D","SR1708","MEMORIAL - FRANK A. BAUER","S","Resolution Adopted","12/4/2014"
"Antonio Muñoz","1","D","SB41","PROP TX-ERRONEOUS HOMESTEAD","S","Public Act . . . . . . . . . 98-0093","7/17/2013"
"Antonio Muñoz","1","D","SB42","CRIM CD - ASSAULT WEAPONS","S","Session Sine Die","1/13/2015"
"Antonio Muñoz","1","D","SB204","STATE POLICE-COLLEGIATE EDUC","S","Public Act . . . . . . . . . 98-0054","7/5/2013"
"Antonio Muñoz","1","D","SB205","COMPTROLLER-PROCESSING OFFSETS","S","Public Act . . . . . . . . . 98-0272","8/9/2013"
"Antonio Muñoz","1","D","SB341","REVENUE-TECH","S","Session Sine Die","1/13/2015"
"Antonio Muñoz","1","D","SB636","REGULATION-TECH","S","Session Sine Die","1/13/2015"
"Antonio Muñoz","1","D","SB650","EMS-MEDICAL ASSISTED TRANSPORT","S","Session Sine Die","1/13/2015"
"Antonio Muñoz","1","D","SB712","VIDEO GAMING-DISCLOSURE","S","Session Sine Die","1/13/2015"
"Antonio Muñoz","1","D","SB723","LIQUOR-LICENSE-100 FEET-CHURCH","S","Public Act . . . . . . . . . 98-0274","8/9/2013"
"Antonio Muñoz","1","D","SB923","VEH CD-AUTOMATED ENFORCEMENT","S","Public Act . . . . . . . . . 98-0556","8/27/2013"
"Antonio Muñoz","1","D","SB1003","CRIMINAL LAW-TECH","S","Session Sine Die","1/13/2015"
"Antonio Muñoz","1","D","SB1216","VEH CD-FRATERNAL POLICE PLATES","S","Public Act . . . . . . . . . 98-0275","8/9/2013"
"Antonio Muñoz","1","D","SB1273","EXCLUSIVE PROVIDER BNFT PLANS","S","Session Sine Die","1/13/2015"
"Antonio Muñoz","1","D","SB1448","ENDOW ILLINOIS TAX CREDIT ACT","S","Session Sine Die","1/13/2015"
"Antonio Muñoz","1","D","SB1449","STATE POLICE-MINIMUM FORCE","S","Session Sine Die","1/13/2015"
"Antonio Muñoz","1","D","SB1475","METRO WATER RECLAM-EMPLOYEES","S","Public Act . . . . . . . . . 98-0280","8/9/2013"
"Antonio Muñoz","1","D","SB1547","INS CD-NONCOVERED VISION SRVCS","S","Session Sine Die","1/13/2015"
"Antonio Muñoz","1","D","SB1563","REGULATION-TECH","S","Session Sine Die","1/13/2015"
"Antonio Muñoz","1","D","SB1693","PEACE OFFICER ID CARDS","S","Public Act . . . . . . . . . 98-0323","8/12/2013"
"Antonio Muñoz","1","D","SB1740","PROP TX-ASSESSMENT FREEZE PROG","S","Public Act . . . . . . . . . 98-1143","12/30/2014"
"Antonio Muñoz","1","D","SB1783","HEALTH-TECH","S","Session Sine Die","1/13/2015"
"Antonio Muñoz","1","D","SB1784","VEH CD-RENTAL INSURANCE: FEES","S","Session Sine Die","1/13/2015"
"Antonio Muñoz","1","D","SB1785","VEH CD-RENTAL CAR INSURANCE","S","Session Sine Die","1/13/2015"
"Antonio Muñoz","1","D","SB1787","DCEO-TITANIUM METALS DEVELOP","S","Public Act . . . . . . . . . 98-0613","12/27/2013"
"Antonio Muñoz","1","D","SB1855","LIQUOR CONTROL-3-TIER SYSTEM","S","Session Sine Die","1/13/2015"
"Antonio Muñoz","1","D","SB1861","POLICE MERIT BD-POWERS","S","Session Sine Die","1/13/2015"
"Antonio Muñoz","1","D","SB1911","MIL CODE-GOVERNOR'S REGIMENT","S","Public Act . . . . . . . . . 98-0493","8/16/2013"
"Antonio Muñoz","1","D","SB1934","PHARMACY PRACTICE-BIOSIMILARS","S","Session Sine Die","1/13/2015"
"Antonio Muñoz","1","D","SB1935","FIREARM OWNERS ID-INSURANCE","S","Session Sine Die","1/13/2015"
"Antonio Muñoz","1","D","SB2195","FLEE/ELUDE IMPOUNDS","S","Session Sine Die","1/13/2015"
"Antonio Muñoz","1","D","SB2197","LOTTERY-DIRECTOR","S","Public Act . . . . . . . . . 98-0499","8/16/2013"
"Antonio Muñoz","1","D","SB2267","CRIM CD-FIREARM OFFENSES","S","Session Sine Die","1/13/2015"
"Antonio Muñoz","1","D","SB2341","SCH CD-CHARTER SCH-FINANCING","S","Session Sine Die","1/13/2015"
"Antonio Muñoz","1","D","SB2342","CRIM CD ASSAULT WEAPONS BAN","S","Session Sine Die","1/13/2015"
"Antonio Muñoz","1","D","SB2383","CONSUMER INSTALLMENT LOAN","S","Session Sine Die","1/13/2015"
"Antonio Muñoz","1","D","SB2384","CRIM CD FIREARMS","S","Session Sine Die","1/13/2015"
"Antonio Muñoz","1","D","SB2635","INS CD-MINE SUBSIDENCE FUND","S","Session Sine Die","1/13/2015"
"Antonio Muñoz","1","D","SB2680","TRANSPORTATION-TECH","S","Session Sine Die","1/13/2015"
"Antonio Muñoz","1","D","SB2681","FINANCE-TECH","S","Session Sine Die","1/13/2015"
"Antonio Muñoz","1","D","SB2708","REGULATION-TECH","S","Session Sine Die","1/13/2015"
"Antonio Muñoz","1","D","SB2742","HEALTH-TECH","S","Session Sine Die","1/13/2015"
"Antonio Muñoz","1","D","SB2743","REGULATION-TECH","S","Session Sine Die","1/13/2015"
"Antonio Muñoz","1","D","SB2744","NATL GUARD LIFE INSURANCE PROG","S","Public Act . . . . . . . . . 98-1024","8/22/2014"
"Antonio Muñoz","1","D","SB2745","CRIMINAL LAW-TECH","S","Session Sine Die","1/13/2015"
"Antonio Muñoz","1","D","SB2746","STATE GOVERNMENT-TECH","S","Session Sine Die","1/13/2015"
"Antonio Muñoz","1","D","SB2756","REGULATION-TECH","S","Session Sine Die","1/13/2015"
"Antonio Muñoz","1","D","SB2774","TAX RETURN PREPARER-REGULATION","S","Public Act . . . . . . . . . 98-1173","1/12/2015"
"Antonio Muñoz","1","D","SB2788","GAMING BD-CHICAGO LICENSE","S","Session Sine Die","1/13/2015"
"Antonio Muñoz","1","D","SB2789","EARNED SICK TIME ACT","S","Session Sine Die","1/13/2015"
"Antonio Muñoz","1","D","SB2806","CRIM CD-UUW-EXEMPTIONS","S","Session Sine Die","1/13/2015"
"Antonio Muñoz","1","D","SB2807","REGULATION-TECH","S","Session Sine Die","1/13/2015"
"Antonio Muñoz","1","D","SB2869","INSURANCE ADVANCEMENT AUTH ACT","S","Session Sine Die","1/13/2015"
"Antonio Muñoz","1","D","SB2906","REVENUE-TECH","S","Session Sine Die","1/13/2015"
"Antonio Muñoz","1","D","SB2917","REVENUE-TECH","S","Session Sine Die","1/13/2015"
"Antonio Muñoz","1","D","SB2920","REVENUE-TECH","S","Session Sine Die","1/13/2015"
"Antonio Muñoz","1","D","SB2921","REVENUE-TECH","S","Session Sine Die","1/13/2015"
"Antonio Muñoz","1","D","SB2978","POLICE MEMORIAL PLATES","S","Public Act . . . . . . . . . 98-0945","8/15/2014"
"Antonio Muñoz","1","D","SB3093","REGULATION-TECH","S","Session Sine Die","1/13/2015"
"Antonio Muñoz","1","D","SB3107","MEDICAID-HOSPITAL ASSESSMENTS","S","Session Sine Die","1/13/2015"
"Antonio Muñoz","1","D","SB3135","MUNI CD-VALETS","S","Session Sine Die","1/13/2015"
"Antonio Muñoz","1","D","SB3316","PROP TX-VETERANS EXEMPTION","S","Session Sine Die","1/13/2015"
"Antonio Muñoz","1","D","SB3317","TRANSPORTATION-TECH","S","Session Sine Die","1/13/2015"
"Antonio Muñoz","1","D","SB3381","AUXILIARY POLICE SERVICES","S","Session Sine Die","1/13/2015"
"Antonio Muñoz","1","D","SB3382","PROP TX-OPEN SPACE","S","Session Sine Die","1/13/2015"
"Antonio Muñoz","1","D","SB3473","REGULATION-TECH","S","Session Sine Die","1/13/2015"
"Antonio Muñoz","1","D","SB3474","REGULATION-TECH","S","Session Sine Die","1/13/2015"
"Antonio Muñoz","1","D","SB3475","CON FRAUD-LABORER-CHIROPRACTIC","S","Session Sine Die","1/13/2015"
"Antonio Muñoz","1","D","SB3476","PROP TX-ERRONEOUS EXEMPTIONS","S","Session Sine Die","1/13/2015"
"Antonio Muñoz","1","D","SB3477","PUBLIC AID-TECH","S","Session Sine Die","1/13/2015"
"Antonio Muñoz","1","D","SB3478","CRIM CD-GAMBLING DEVICE","S","Session Sine Die","1/13/2015"
"Antonio Muñoz","1","D","SB3479","VIDEO GAMING-GAME DEVICE USE","S","Session Sine Die","1/13/2015"
"Antonio Muñoz","1","D","SB3676","PUB UTIL-SUPPLIER DIVERSITY","S","Session Sine Die","1/13/2015"
"Antonio Muñoz","1","D","SR78","MEMORIAL DR ANTONIO RAMOS","S","Resolution Adopted","2/14/2013"
"Antonio Muñoz","1","D","SR143","MANUEL PEREZ, JR. DAY","S","Resolution Adopted","3/14/2013"
"Antonio Muñoz","1","D","SR278","MOTORCYCLE AWARENESS MONTH","S","Resolution Adopted","5/2/2013"
"Antonio Muñoz","1","D","SR328","CONGRESS - IMMIGRATION REFORM","S","Resolution Adopted","5/23/2013"
"Antonio Muñoz","1","D","SR1683","SCOTT'S LAW DAY","S","Resolution Adopted","12/4/2014"
"Antonio Muñoz","1","D","AM1","APPOINTS KAY A SHIPMAN-SWIECH","S","Appointment Confirmed","5/2/2013"
"Antonio Muñoz","1","D","AM2","APPOINTS MATTHEW BERNS","S","Appointment Confirmed","5/2/2013"
"Antonio Muñoz","1","D","AM3","APPOINTS MICHAEL E GRAY","S","Appointment Confirmed","5/2/2013"
"Antonio Muñoz","1","D","AM4","APPOINTS VERN J MCGINNIS","S","Appointment Confirmed","5/2/2013"
"Antonio Muñoz","1","D","AM5","APPOINT - MICHAEL J. MCCOTTER","S","Appointment Confirmed","5/2/2013"
"Antonio Muñoz","1","D","AM6","APPOINTS TIMOTHY REED","S","Appointment Confirmed","5/2/2013"
"Antonio Muñoz","1","D","AM7","APPOINT-DENNIS D. PALMER, D.O.","S","Appointment Confirmed","5/2/2013"
"Antonio Muñoz","1","D","AM8","APPOINT - DR. PETER ORRIS","S","Appointment Confirmed","5/2/2013"
"Antonio Muñoz","1","D","AM9","APPOINT - CAROLYN C. LOPEZ","S","Appointment Confirmed","5/2/2013"
"Antonio Muñoz","1","D","AM10","APPOINT - TIM J. VEGA","S","Appointment Confirmed","5/2/2013"
"Antonio Muñoz","1","D","AM11","APPOINT - DIANA K. DOUGLAS","S","Appointment Confirmed","5/2/2013"
"Antonio Muñoz","1","D","AM12","APPOINT - BARBARA E. COLLINS","S","Appointment Confirmed","5/2/2013"
"Antonio Muñoz","1","D","AM13","APPOINT - BLAKE MEINDERS","S","Appointment Confirmed","5/2/2013"
"Antonio Muñoz","1","D","AM14","APPOINT-RENE M. BASSETT BUTLER","S","Appointment Confirmed","5/2/2013"
"Antonio Muñoz","1","D","AM15","APPOINT - LINNEA E. THOMPSON","S","Appointment Confirmed","5/2/2013"
"Antonio Muñoz","1","D","AM16","APPOINT - ANGELO A. MAZZENGA","S","Appointment Confirmed","5/2/2013"
"Antonio Muñoz","1","D","AM17","APPOINT - JOHN R. CORNEILLE","S","Appointment Confirmed","5/2/2013"
"Antonio Muñoz","1","D","AM18","APPOINT - MARK A. HANEY","S","Appointment Confirmed","5/2/2013"
"Antonio Muñoz","1","D","AM19","APPOINT - SCOTT K. SUMMERS","S","Appointment Confirmed","5/2/2013"
"Antonio Muñoz","1","D","AM20","APPOINT - DANIEL SCHWABE","S","Appointment Confirmed","5/2/2013"
"Antonio Muñoz","1","D","AM21","APPOINT - DR. JAVETTE ORGAIN","S","Appointment Confirmed","5/2/2013"
"Antonio Muñoz","1","D","AM22","APPOINT-PATRICK J. FITZGERALD","S","Appointment Confirmed","5/2/2013"
"Antonio Muñoz","1","D","AM23","APPOINT - JAMES D. MONTGOMERY","S","Appointment Confirmed","5/2/2013"
"Antonio Muñoz","1","D","AM24","APPOINT - WHEELER COLEMAN","S","Appointment Confirmed","5/2/2013"
"Antonio Muñoz","1","D","AM25","APPOINT - JOHN R. BUTLER","S","Appointment Confirmed","5/2/2013"
"Antonio Muñoz","1","D","AM26","APPOINT - ROBERT T. BOEY","S","Appointment Confirmed","5/2/2013"
"Antonio Muñoz","1","D","AM27","APPOINT - DR. TIMOTHY KORITZ","S","Appointment Confirmed","5/2/2013"
"Antonio Muñoz","1","D","AM28","APPOINT-THERESA J. WITTENAUER","S","Appointment Confirmed","5/2/2013"
"Antonio Muñoz","1","D","AM29","APPOINT - DANIEL S. KIRSCHNER","S","Appointment Confirmed","5/2/2013"
"Antonio Muñoz","1","D","AM30","APPOINT - KATHY LIVELY","S","Appointment Confirmed","5/2/2013"
"Antonio Muñoz","1","D","AM31","APPOINT - CALVIN L. DYE, SR.","S","Appointment Confirmed","5/2/2013"
"Antonio Muñoz","1","D","AM32","APPOINT - ANNETTE ECKERT","S","Appointment Confirmed","5/2/2013"
"Antonio Muñoz","1","D","AM33","APPOINT - MARTIN GULLEY","S","Appointment Confirmed","5/2/2013"
"Antonio Muñoz","1","D","AM34","APPOINT - KENDALL GRANGER","S","Appointment Confirmed","5/2/2013"
"Antonio Muñoz","1","D","AM35","APPOINT - JOHNNY SCOTT","S","Appointment Confirmed","5/2/2013"
"Antonio Muñoz","1","D","AM36","APPOINT - ROGER RICHARDS","S","Appointment Confirmed","5/2/2013"
"Antonio Muñoz","1","D","AM37","APPOINT - ROB SCOTT","S","Appointment Confirmed","5/2/2013"
"Antonio Muñoz","1","D","AM38","APPOINT - CYNTHIA TYLER","S","Appointment Confirmed","5/2/2013"
"Antonio Muñoz","1","D","AM39","APPOINT - MIGUEL DEL VALLE","S","Appointment Confirmed","10/23/2013"
"Antonio Muñoz","1","D","AM40","APPOINT - JANICE SMITH WARSHAW","S","Appointment Message Tabled Pursuant Rule 10-2e - Superseded by AM 359","10/21/2013"
"Antonio Muñoz","1","D","AM41","APPOINT - SERENA PRESTON","S","Appointment Confirmed","11/7/2013"
"Antonio Muñoz","1","D","AM42","APPOINT - JAMES W. BAUMANN","S","Appointment Confirmed","5/30/2013"
"Antonio Muñoz","1","D","AM43","APPOINT - STEVEN R. GILFORD","S","Appointment Confirmed","5/30/2013"
"Antonio Muñoz","1","D","AM44","APPOINT - MELINDA ANN LABARRE","S","Appointment Confirmed","5/30/2013"
"Antonio Muñoz","1","D","AM45","APPOINT - CURTIS W. BRADSHAW","S","Appointment Confirmed","5/30/2013"
"Antonio Muñoz","1","D","AM46","APPOINT - DR. VICTOR FORYS","S","Appointment Confirmed","5/2/2013"
"Antonio Muñoz","1","D","AM47","APPOINT - PAT A. BASU","S","Appointment Confirmed","5/2/2013"
"Antonio Muñoz","1","D","AM48","APPOINT - VALARIE CONRAD","S","Appointment Confirmed","5/2/2013"
"Antonio Muñoz","1","D","AM49","APPOINT - FRED MARGOLIS","S","Appointment Confirmed","5/2/2013"
"Antonio Muñoz","1","D","AM50","APPOINT - JOHN HERRMANN","S","Appointment Confirmed","5/2/2013"
"Antonio Muñoz","1","D","AM51","APPOINT - CAROL LOIS GLOOR","S","Appointment Message Tabled Pursuant Rule 10-2e - Superseded by AM 200","4/23/2013"
"Antonio Muñoz","1","D","AM52","APPOINT - GREG AGUILAR","S","Appointment Confirmed","5/2/2013"
"Antonio Muñoz","1","D","AM53","APPOINT - MICHAEL SIMMONS","S","Appointment Confirmed","5/2/2013"
"Antonio Muñoz","1","D","AM54","APPOINT - WILLIAM CROWLEY","S","Appointment Confirmed","5/2/2013"
"Antonio Muñoz","1","D","AM55","APPOINT - SHEILA STOCKS-SMITH","S","Appointment Confirmed","5/2/2013"
"Antonio Muñoz","1","D","AM56","APPOINT - JORGE RAMIREZ","S","Appointment Confirmed","5/2/2013"
"Antonio Muñoz","1","D","AM57","APPOINT - HEATHER GOINES","S","Appointment Confirmed","5/2/2013"
"Antonio Muñoz","1","D","AM58","APPOINT - TINA HARBIN","S","Appointment Confirmed","5/2/2013"
"Antonio Muñoz","1","D","AM59","APPOINT - MARK GUETHLE","S","Appointment Confirmed","5/2/2013"
"Antonio Muñoz","1","D","AM60","APPOINT - MARIA BOCANEGRA","S","Appointment Confirmed","5/2/2013"
"Antonio Muñoz","1","D","AM61","APPOINT - BRIAN GLYNN","S","Appointment Confirmed","5/2/2013"
"Antonio Muñoz","1","D","AM62","APPOINT - RALPH GRAHAM","S","Appointment Confirmed","10/23/2013"
"Antonio Muñoz","1","D","AM63","APPOINT - ROBERTO CARMONA","S","Appointment Confirmed","5/2/2013"
"Antonio Muñoz","1","D","AM64","APPOINT - JOHN F. PENN","S","Appointment Confirmed","5/2/2013"
"Antonio Muñoz","1","D","AM65","APPOINT - LARRY SWOPE","S","Appointment Confirmed","5/2/2013"
"Antonio Muñoz","1","D","AM66","APPOINT - MARC POULOS","S","Appointment Confirmed","5/2/2013"
"Antonio Muñoz","1","D","AM67","APPOINT - BRUCE HOLLAND","S","Appointment Confirmed","5/2/2013"
"Antonio Muñoz","1","D","AM68","APPOINT - KIMBERLEY A. BOBO","S","Appointment Confirmed","5/2/2013"
"Antonio Muñoz","1","D","AM69","APPOINT - WILLIAM W. SPARKS","S","Appointment Confirmed","5/2/2013"
"Antonio Muñoz","1","D","AM70","APPOINT - CLARENCE ELLIS, SR.","S","Appointment Confirmed","5/2/2013"
"Antonio Muñoz","1","D","AM71","APPOINT - BRUCE N. FRIEFELD","S","Appointment Confirmed","10/23/2013"
"Antonio Muñoz","1","D","AM72","APPOINT - ANIBAL L. TABOAS","S","Appointment Confirmed","5/2/2013"
"Antonio Muñoz","1","D","AM73","APPOINT - LORRAINE TYSON","S","Appointment Confirmed","5/2/2013"
"Antonio Muñoz","1","D","AM74","APPOINT - GREGORY KUEHNEL","S","Appt Confirmed, Pursuant Article V, Sect 9(a) of the ILL Constitution Executive Appointments","3/5/2014"
"Antonio Muñoz","1","D","AM75","APPOINT - ROGER POOLE","S","Appointment Confirmed","10/23/2013"
"Antonio Muñoz","1","D","AM76","APPOINT - BECHARA CHOUCAIR","S","Appointment Confirmed","10/23/2013"
"Antonio Muñoz","1","D","AM77","APPOINT - ROBERT B. WELLMAN","S","Appointment Confirmed","2/27/2014"
"Antonio Muñoz","1","D","AM78","APPOINT - MARK R. NEAMAN","S","Appointment Confirmed","10/23/2013"
"Antonio Muñoz","1","D","AM79","APPOINT - CRISTINA CASTRO","S","Appointment Confirmed","10/23/2013"
"Antonio Muñoz","1","D","AM80","APPOINT - SALVATORE TORNATORE","S","Appointment Confirmed","10/23/2013"
"Antonio Muñoz","1","D","AM81","APPOINT - CHRISTOPHER SCHOLZ","S","Appointment Confirmed","10/23/2013"
"Antonio Muñoz","1","D","AM82","APPOINT - JANET G. MILEY","S","Appointment Confirmed","10/23/2013"
"Antonio Muñoz","1","D","AM83","APPOINT - SHANNON RIECKENBERG","S","Appointment Confirmed","10/23/2013"
"Antonio Muñoz","1","D","AM84","APPOINT - CHARLES D. ROBINSON","S","Appointment Confirmed","10/23/2013"
"Antonio Muñoz","1","D","AM85","APPOINT - SANDRA COOK","S","Appointment Rejected","2/27/2013"
"Antonio Muñoz","1","D","AM86","APPOINT - MELVIN TERRELL","S","Appointment Rejected","2/27/2013"
"Antonio Muñoz","1","D","AM87","APPOINT - HAROLD LEE MILNER","S","Appointment Rejected","2/27/2013"
"Antonio Muñoz","1","D","AM88","APPOINT - CRAIG FUTTERMAN","S","Appointment Confirmed","10/23/2013"
"Antonio Muñoz","1","D","AM89","APPOINT - NEIL TOPPEL","S","Appointment Confirmed","10/23/2013"
"Antonio Muñoz","1","D","AM90","APPOINT - LEONARD CAVISE","S","Appointment Confirmed","10/23/2013"
"Antonio Muñoz","1","D","AM91","APPOINT - YVONNE SAVALA","S","Appointment Confirmed","5/30/2013"
"Antonio Muñoz","1","D","AM92","APPOINT - ROGER CLAWSON","S","Appointment Confirmed","3/5/2014"
"Antonio Muñoz","1","D","AM93","APPOINT-CAROLYN EHLERT FULLER","S","Appointment Confirmed","5/30/2013"
"Antonio Muñoz","1","D","AM94","APPOINT - GREG BRADSHAW","S","Appointment Confirmed","5/30/2013"
"Antonio Muñoz","1","D","AM95","APPOINT - NELIDA SMYSER-DELEON","S","Appointment Confirmed","10/23/2013"
